-262752.605824 	 -27465.007603 	 269.908866 
-212642.893880 	 -1987.023839 	 272.274416 
-234818.000886 	 266.571708 	 275.363861 
-241078.666126 	 24232.714552 	 278.648737 
-250934.931465 	 18525.508318 	 282.398785 
-250552.969237 	 3448.140834 	 286.392088 
-258702.765234 	 4091.571847 	 290.050033 
-257657.199676 	 7614.691668 	 293.362489 
-263530.062329 	 -1393.683507 	 296.536013 
-259180.564860 	 -2011.024325 	 299.232942 
-258993.598973 	 -1365.207854 	 301.444360 
-258625.093539 	 6541.589290 	 303.675570 
-257545.295183 	 6751.263468 	 305.573833 
-258428.974730 	 -1836.377367 	 307.288801 
-256176.163781 	 -9297.623336 	 308.953526 
-256123.613166 	 -9260.166119 	 310.304167 
-252293.684391 	 -3198.641068 	 311.564682 
-254327.020381 	 -9153.842627 	 312.413707 
-255200.498047 	 -1830.673098 	 313.344023 
-253633.691081 	 3143.246649 	 313.997818 
-254654.152726 	 -4303.977773 	 314.533582 
-255813.589038 	 -1719.490897 	 315.154482 
-253762.944940 	 19306.632980 	 315.572917 
-255143.510335 	 945.335005 	 316.089457 
-250067.181979 	 10505.465027 	 316.178232 
-252701.369724 	 -369.566403 	 316.599981 
-252287.493430 	 -971.108180 	 316.963399 
-248144.611081 	 -1482.530750 	 317.459070 
-254459.243029 	 6418.572417 	 317.770404 
-250156.522645 	 10376.497342 	 317.923245 
-252365.923603 	 14790.229620 	 318.396997 
-252902.398707 	 8788.763683 	 318.650492 
-253690.477455 	 -5661.154616 	 318.870432 
-250517.170385 	 -12414.524411 	 319.140925 
-254967.484966 	 -2900.237781 	 319.479219 
-253371.971295 	 9374.395789 	 319.471970 
-250277.985435 	 -14121.243670 	 319.645368 
-249174.601691 	 -16132.908696 	 319.704579 
-249364.914378 	 -14975.105342 	 319.755042 
-249176.316816 	 13885.150011 	 320.066844 
-250248.918188 	 16047.391900 	 320.095640 
-250977.229960 	 14063.720691 	 320.276232 
-254254.944933 	 4810.579573 	 320.390285 
-248781.844434 	 -11825.451038 	 320.354744 
-253170.789337 	 -7359.402600 	 320.526443 
-252684.967143 	 -2951.380028 	 320.327780 
-251677.283880 	 -644.776239 	 320.214941 
-256628.710819 	 -28.559787 	 320.159695 
-251282.174907 	 -3913.526692 	 319.927214 
-259584.714103 	 -9260.981700 	 320.087108 
-251762.273444 	 -10111.065591 	 319.931024 
-255360.666381 	 -21804.922225 	 319.894039 
-254838.475919 	 -10839.187209 	 319.836116 
-259946.106701 	 1604.501199 	 319.773935 
-257331.778218 	 11407.227520 	 319.612435 
-253226.752433 	 28341.938144 	 319.641631 
-257692.901606 	 27061.014539 	 319.418558 
-256780.204865 	 5592.923831 	 319.377042 
-257086.380794 	 8692.801772 	 319.126633 
-257976.614390 	 10218.867449 	 318.800611 
-257489.297016 	 16077.166556 	 318.719904 
-255430.072041 	 25594.348192 	 318.426160 
-258377.809105 	 11821.826139 	 318.041233 
-254984.875204 	 2405.443241 	 317.621571 
-258941.906064 	 14312.205042 	 317.322458 
-256926.225224 	 10506.276075 	 316.826827 
-256135.812908 	 20412.774179 	 316.152361 
-252027.607422 	 1742.517029 	 315.411521 
-261168.120687 	 1668.213389 	 314.888545 
-254892.955940 	 -13873.096911 	 314.017815 
-258104.155301 	 -4960.014442 	 313.271896 
-255698.816285 	 -5375.623067 	 312.431759 
-260041.200800 	 11077.510136 	 311.432729 
-257554.816429 	 -3710.617319 	 310.265888 
-257340.131739 	 -3793.208728 	 309.069452 
-261080.742823 	 -8033.135057 	 307.811903 
-260459.984759 	 -14087.648350 	 306.203472 
-263111.100061 	 -17770.247221 	 304.600821 
-261026.756312 	 -11236.709852 	 302.513956 
-261351.040838 	 -11366.973205 	 300.373654 
-264274.593691 	 -23695.029544 	 297.923826 
-263440.094363 	 -21894.947347 	 295.257137 
-258847.327688 	 -13628.598946 	 292.359784 
-259652.298799 	 -20247.991961 	 289.442654 
-251081.046873 	 -1031.559031 	 286.274678 
-247720.526670 	 -24506.444913 	 283.126831 
-244354.587987 	 5000.770740 	 280.198785 
-238658.366500 	 30256.208780 	 277.849115 
-236055.854267 	 25251.482827 	 275.886411 
-239967.091860 	 -1440.175269 	 274.019211 
-240882.702102 	 -4191.454838 	 272.684415 
-246581.578821 	 -24679.073716 	 271.652060 
-247128.049597 	 10488.471823 	 270.750980 
-255831.746587 	 4061.675263 	 270.142949 
-257892.994746 	 6626.695240 	 269.527899 
-257542.336288 	 1325.708588 	 268.923217 
-262282.652193 	 -7960.841541 	 268.449491 
-270684.765680 	 -3136.066129 	 268.266740 
-229500.684288 	 -13478.298323 	 268.030823 
0.000000 	 0.000000 	 0.000000 
